idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
WSG84;48.938104797811064;2.499199127192881,CRS3035RES1000mN2897000E3772000,CRS3035RES1000mN2897000E3772000,0,0,93005,162,56,5,14,10,41,4,3934202.8,4571,4,52,38,6,5,7,0,0,2,6,10,23,18,19,44,24,11,5,0
WSG84;48.938287726100484;2.5019167392388475,CRS3035RES1000mN2897000E3772000,CRS3035RES1000mN2897000E3772000,0,0,93005,589,254,64,114,28,28,49,10250402.3,12912,228,26,17,10,2,224,1,103,42,23,41,52.5,28.5,130,104,66,77,25,0
WSG84;48.93847058835207;2.5046343696045055,CRS3035RES1000mN2897000E3772000,CRS3035RES1000mN2897000E3772000,0,0,93005,182,65,6,14,11,53,6,4311864.7,5444,6,59,39,13,6,7,0,0,8,4,11,22,12,32,40,18,28,7,0
WSG84;48.938653384565114;2.507352018283498,CRS3035RES1000mN2897000E3773000,CRS3035RES1000mN2897000E3773000,0,0,9300593071,211.5,80,11,20,11,60,12,4453428.7,5421,54,26,3,59,14,4,0,0,8,5.5,13,22.5,11.5,49,55,24,14,9,0
WSG84;48.93883611473889;2.5100696852694706,CRS3035RES1000mN2897000E3773000,CRS3035RES1000mN2897000E3773000,0,0,9307193005,191,66,11,16,12,35,6,3728934,4520,24,42,25,16,6,19,0,0,14.5,7.5,11,12,17,51,29,19,19,11,0
WSG84;48.9390187788727;2.5127873705560626,CRS3035RES1000mN2897000E3773000,CRS3035RES1000mN2897000E3773000,0,0,93071,256.5,74,23,16,19,48,7,4522593.9,5950,24,50,22,10,9,33,0,0,18,12,23.5,24,21,61,45,25,22,5,0
WSG84;48.93920137696583;2.5155050741369283,CRS3035RES1000mN2897000E3773000,CRS3035RES1000mN2897000E3773000,0,0,93071,236,73,13,13,18,53,7,4518290,6136,9,64,27,12,21,12,1,0,15,9,19,30,12,49,39,26,31,6,0
WSG84;48.939383909017536;2.518222796005705,CRS3035RES1000mN2897000E3773000,CRS3035RES1000mN2897000E3773000,0,0,93071,375.5,124,38,35,26,37,21,6828688,8140,74,50,34,16,22,51,1,42,29.5,16,33,45,28,78,59,40,40,7,0
WSG84;48.93956637502713;2.5209405361560333,CRS3035RES1000mN2897000E3774000,CRS3035RES200mN2897400E3774000,0,0,93071,369,144,29,49,22,71,22,7240348.7,9284,123,21,10,126,6,2,0,58,24,8,41.5,38.5,21,61,79,31,51,14,0
WSG84;48.93974877499389;2.5236582945815664,CRS3035RES1000mN2897000E3774000,CRS3035RES200mN2897400E3774200,0,0,93071,61,23,2,6,3,15,3,1299259.6,1664,4,19,12,5,2,4,0,0,3,1,3,6,5,12,9,7,4,8,3
WSG84;48.93993110891707;2.5263760712759353,CRS3035RES1000mN2897000E3774000,CRS3035RES200mN2897400E3774400,0,0,93071,271,84,13,19,19,74,4,5469017.8,7125,0,84,54,11,9,10,0,0,17,7,28,27,15,40,61,26,33,17,0
WSG84;48.94011337679602;2.529093866232793,CRS3035RES1000mN2897000E3774000,CRS3035RES200mN2897400E3774600,0,0,93071,286,94,19,24,19,74,11,5728908.5,6883,14,80,72,13,1,7,1,0,14,8,22,37,19,44,62,39,29,12,0
WSG84;48.940295578629964;2.531811679445774,CRS3035RES1000mN2897000E3774000,CRS3035RES200mN2897400E3774800,0,0,93071,410.5,138,33,28,27,92,24,7641598.5,9809,77,61,12,5,7,114,0,21,39,14,36,35.5,31,100,71,53,26,5,0
WSG84;48.94047771441822;2.5345295109085217,CRS3035RES1000mN2897000E3775000,CRS3035RES1000mN2897000E3775000,0,0,93071,186,61,11,15,15,49,4,4168879.6,4995,4,57,22,9,8,22,0,0,4,4,13,26,16,24,42,22,26,9,0
WSG84;48.940659784160076;2.5372473606146797,CRS3035RES1000mN2897000E3775000,CRS3035RES1000mN2897000E3775000,0,0,93071,227,73,15,12,15,68,4,4668699.2,6339,0,73,13,5,2,53,0,0,3,3,9,25.5,27.5,28,57,31,37,6,0
WSG84;48.9408417878548;2.5399652285578918,CRS3035RES1000mN2897000E3775000,CRS3035RES1000mN2897000E3775000,1,0,93071,57,16.5,2.5,1.7,3.3,13.2,1.7,1210716.2,1465.5,2.5,14,3.3,0.8,2.5,9.9,0,0,1.7,0,3.3,6.6,6.6,9.9,10.7,9.1,6.6,2.5,0
WSG84;48.94102372550167;2.5426831147317923,CRS3035RES1000mN2897000E3775000,CRS3035RES1000mN2897000E3775000,0,0,93071,127,45,3,6,5,41,5,3023593.6,4009,0,45,0,0,45,0,0,0,6,5,10,15,7,18,25,15,22,4,0
WSG84;48.941205597100016;2.5454010191300243,CRS3035RES1000mN2897000E3775000,CRS3035RES1000mN2897000E3775000,0,0,93071,344.5,117,13,29,24,104,16,7828507.3,9086,4,113,0,0,117,0,0,0,18,18,27.5,38,27,60,67,30,52,7,0
WSG84;48.94138740264908;2.5481189417462256,CRS3035RES1000mN2897000E3776000,CRS3035RES1000mN2897000E3776000,0,0,93071,370.5,137,14,35,18,117,20,8353647.8,10772,118,19,1,0,136,0,0,0,24.5,11,31.5,38.5,21,76,82,36,45,5,0
WSG84;48.94156914214817;2.5508368825740377,CRS3035RES1000mN2897000E3776000,CRS3035RES1000mN2897000E3776000,0,0,93071,514,199,16,62,27,168,27,12035691.9,15930,160,39,0,0,66,133,0,0,28,17,49.5,54.5,33,103,117,52,55,5,0
WSG84;48.94229543963053;2.5617088278741886,CRS3035RES1000mN2897000E3777000,CRS3035RES1000mN2897000E3777000,0,0,93078,37,24,3,15,0,4,3,824326.7,1066,24,0,0,0,0,24,0,0,5,0,1,1,1,25,3,0,0,1,0
WSG84;48.942476848869056;2.5644268596646436,CRS3035RES1000mN2897000E3777000,CRS3035RES1000mN2897000E3777000,1,0,9307893074,16,7,1,2.2,0,3.8,0.3,381144.3,496.3,2.9,4.1,0.3,2.5,1.6,2.6,0,0,1.3,0.3,0.3,1,0.6,2.2,4.2,3.2,2.3,0.6,0
WSG84;48.94265819205333;2.567144909628538,CRS3035RES1000mN2897000E3777000,CRS3035RES1000mN2897000E3777000,1,0,930789307393074,15,6.6,0.9,2.1,0,3.6,0.3,357322.8,465.3,2.7,3.9,0.3,2.4,1.5,2.4,0,0,1.2,0.3,0.3,0.9,0.6,2.1,3.9,3,2.1,0.6,0
WSG84;48.94283946918266;2.569862977759513,CRS3035RES1000mN2897000E3777000,CRS3035RES1000mN2897000E3777000,0,0,93073,114.5,45,9,14,6,24,8,2516971.8,2818,26,19,3,13,25,4,0,8,3,6,12.5,9,8,34,18,7,12,5,0
WSG84;48.94302068025629;2.572581064051201,CRS3035RES1000mN2897000E3777000,CRS3035RES1000mN2897000E3777000,0,0,93073,183,62,3,19,12,51,4,4420051.6,5333,3,59,13,21,8,20,0,0,8,10,10,16,14,35,36,18,24,11,1
WSG84;48.94320182527356;2.5752991684972466,CRS3035RES1000mN2897000E3778000,CRS3035RES1000mN2897000E3778000,0,0,93073,208,81,4,20,8,69,3,5283347.9,7091,3,78,30,28,12,11,0,0,5,6,14,20,15,32,47,26,28,15,0
WSG84;48.94338290423372;2.578017291091277,CRS3035RES1000mN2897000E3778000,CRS3035RES1000mN2897000E3778000,0,0,93073,243.5,79,10,15,17,66,10,6143050.3,7077,2,77,22,27,13,17,0,0,10.5,5,17.5,32.5,24,33,47,33,30,11,0
WSG84;48.94356391713609;2.580735431826936,CRS3035RES1000mN2897000E3778000,CRS3035RES1000mN2897000E3778000,0,0,93073,252,87,8,17,11,78,7,5944089.3,7635,4,83,19,30,24,14,0,0,14,7,20.5,22.5,18,42,50,28,34,16,0
WSG84;48.94374486397996;2.5834535906978515,CRS3035RES1000mN2897000E3778000,CRS3035RES1000mN2897000E3778000,0,0,93073,252.5,78,8,14,15,65,7,6033984,7002,5,73,10,34,24,10,0,0,6,7,23.5,42,23,34,53,27,22,15,0
WSG84;48.9439257447646;2.5861717676976643,CRS3035RES1000mN2897000E3778000,CRS3035RES1000mN2897000E3778000,0,0,93073,186,64,3,11,10,62,7,4832579.8,6069,3,61,11,22,19,12,0,0,7,2,11,24,14,22,39,26,33,8,0
WSG84;48.9441065594893;2.5888899628200073,CRS3035RES1000mN2897000E3779000,CRS3035RES200mN2897400E3779000,0,0,93073,245,90,8,26,13,71,9,6126492,7769,8,82,14,37,26,13,0,0,21,10,16,17,16,46,56,22,29,11,1
WSG84;48.94428730815337;2.591608176058515,CRS3035RES1000mN2897000E3779000,CRS3035RES200mN2897400E3779200,0,0,9307377514,235,73,6,15,13,63,5,5626767.5,6460,7,66,16,24,20,13,0,0,14,10,16,26,22,44,42,29,28,4,0
WSG84;48.929543255213076;2.3467647176814297,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,1,0,93066,4,1.8,0.8,0.5,0.1,0.4,0.3,63955.1,79.1,1.7,0.1,1.6,0,0.1,0.1,0,0,0.1,0.1,0.4,0.1,0.2,1.1,1,0.7,0.2,0.1,0
WSG84;48.92972988823728;2.3494813904017064,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,199,86,31,35,8,16,15,3413082.3,4055,85,1,68,0,0,18,0,42,15,5,8,20,16,52,36,27,14,6,0
WSG84;48.92991645526153;2.35219808179957,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,1243.5,554,174,236,48,142,76,22923522.8,26090,541,13,328,95,15,114,2,45,79,29,64.5,85.5,82.5,375,252,129,105,27,15
WSG84;48.93010295628506;2.354914791868688,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,1157.5,474,150,182,53,155,61,21555251,24780,470,4,300,0,0,174,0,62,84.5,36,91,95,68,354,237,92,76,24,0
WSG84;48.93028939130716;2.35763152060272,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,1268.5,445,204,170,87,100,44,18297624.3,16749,415,30,134,33,7,271,0,211,98.5,39,128,183.5,55.5,239,240,133,98,16,38
WSG84;48.93047576032711;2.3603482679953314,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,1,0,93066,16,5.5,1.3,2.1,1.7,1.3,0.8,359081.9,453.1,4.2,1.3,1.3,0,3.4,0.8,0,0,1.7,0,0.4,2.5,2.5,2.1,3.8,1.7,0.9,0.4,0
WSG84;48.93066206334416;2.363065034040186,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,424.5,160,58,50,19,74,20,7066934.9,8591,123,37,105,1,5,49,0,0,21,13,30,42,20.5,118,96,36,36,5,7
WSG84;48.93084830035758;2.365781818730946,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,905.5,282,117,66,67,32,60,13558040.8,17531,245,37,68,8,2,201,3,203,49.5,24.5,84,121.5,66,158,159,102,100,24,17
WSG84;48.93140661536884;2.373932284615284,CRS3035RES1000mN2897000E3763000,CRS3035RES1000mN2897000E3763000,1,0,93066,6,1.8,0.8,0.4,0.4,1,0.4,107532.9,125.6,0.8,1,1,0.1,0.1,0.6,0,0.2,0.2,0.1,0.5,0.7,0.7,1.2,1.3,0.6,0.6,0.1,0
WSG84;48.93159258836048;2.376649143826289,CRS3035RES1000mN2897000E3763000,CRS3035RES1000mN2897000E3763000,1,0,9306693027,71.5,21.7,9.2,4.2,4.2,11.7,4.2,1281433.3,1496.9,9.2,12.5,11.7,1.6,1.7,6.7,0,2.5,2.5,0.8,6.7,7.9,8.4,14.2,15.9,6.7,6.7,1.7,0
WSG84;48.93215011128894;2.3847998331192213,CRS3035RES1000mN2897000E3764000,CRS3035RES1000mN2897000E3764000,1,0,93027,44,10.1,4,2,3.5,6.6,1,765866,790.5,2.5,7.6,5.1,1.5,2,1.5,0,0,1,1,3,7.1,6.6,6.6,8.1,4.5,5.1,1,0
WSG84;48.93233582024717;2.3875167667490382,CRS3035RES1000mN2897000E3764000,CRS3035RES1000mN2897000E3764000,0,0,93027,660.5,178,67,22,51,2,49,10062434.4,13852,178,0,0,178,0,0,0,176,26,20.5,71,88.5,64.5,106,117,69,67,8,23
WSG84;48.93252146319521;2.390233718967714,CRS3035RES1000mN2897000E3764000,CRS3035RES1000mN2897000E3764000,0,0,93027,188,53,25,12,13,0,12,2869095.4,3906,53,0,0,0,0,53,0,53,19,9,14,19,5,41,27,12,18,2,22
WSG84;48.93270704013236;2.3929506897688997,CRS3035RES1000mN2897000E3764000,CRS3035RES1000mN2897000E3764000,0,0,93027,167.5,60,16,16,10,0,15,2890310.9,3888,60,0,0,0,0,60,0,0,32.5,9,16.5,12,10,54.5,20,6,5,2,0
WSG84;48.93289255105786;2.395667679146256,CRS3035RES1000mN2897000E3764000,CRS3035RES1000mN2897000E3764000,0,0,93027,894,338,126,103,43,0,81,13928029.1,17132,294,44,73,260,0,0,5,333,44,34,94,90,55,193,177,106,71,30,0
WSG84;48.93307799597101;2.3983846870934453,CRS3035RES1000mN2897000E3765000,CRS3035RES1000mN2897000E3765000,0,0,93027,450.5,169,61,56,27,0,38,6714900.1,8351,169,0,0,169,0,0,0,169,26,14,39,50,33.5,81,92,58,41,15,1
WSG84;48.934189279149756;2.4146871243878363,CRS3035RES1000mN2897000E3766000,CRS3035RES1000mN2897000E3766000,1,0,9301393027,16,6.5,1.8,1.8,1.1,4.7,0.4,308694.4,434.9,2.9,3.6,6.2,0.3,0,0,0,0,1.1,0.3,1.1,0.4,0.4,2.9,2.9,2.2,4,0.7,0
WSG84;48.934374261956094;2.4174042621462433,CRS3035RES1000mN2897000E3766000,CRS3035RES1000mN2897000E3766000,0,0,93013,44,16,2,7,2,0,0,1038803,1074,15,1,4,7,0,0,5,0,2,0,1,10,4,7,15,3,2,0,0
WSG84;48.93455917874426;2.4201214184237347,CRS3035RES1000mN2897000E3766000,CRS3035RES1000mN2897000E3766000,0,0,93013,206,72,13,17,13,51,5,4390839.5,4350,40,32,41,4,2,25,0,0,7,5,21,11,19,46,41,29,21,6,0
WSG84;48.93474402951353;2.4228385932139678,CRS3035RES1000mN2897000E3766000,CRS3035RES1000mN2897000E3766000,0,0,93013,1131.5,394,116,115,74,214,50,20788234.7,22951,336,58,108,152,9,120,5,33,101.5,40.5,127.5,107,59,286,230,86,68,26,0
WSG84;48.934928814263195;2.4255557865105906,CRS3035RES1000mN2897000E3767000,CRS3035RES1000mN2897000E3767000,0,0,93013,511.5,200,56,63,17,50,29,9522264.3,10513,186,14,82,3,0,110,5,5,46.5,24,42,36,30,171,97,37,19,9,0
WSG84;48.93511353299254;2.428272998307272,CRS3035RES1000mN2897000E3767000,CRS3035RES1000mN2897000E3767000,0,0,93013,360,109,31,31,24,61,9,6813299,7022,78,31,29,63,11,6,0,0,23,20,26.5,38,20.5,81,73,27,29,11,11
WSG84;48.93529818570081;2.430990228597652,CRS3035RES1000mN2897000E3767000,CRS3035RES1000mN2897000E3767000,0,0,93013,320.5,121,24,38,14,74,14,7245618.1,7953,57,64,64,21,16,19,1,0,19,3.5,20,29,26,71,67,33,37,15,0
WSG84;48.9354827723873;2.4337074773753917,CRS3035RES1000mN2897000E3767000,CRS3035RES1000mN2897000E3767000,0,0,93013,1102.5,366,109,98,70,6,80,17888460.9,25150,355,11,26,2,328,10,0,324,83,43,91.5,145.5,84.5,194,207,119,84,29,22
WSG84;48.93585174769206;2.4391420303675564,CRS3035RES1000mN2897000E3768000,CRS3035RES1000mN2897000E3768000,1,0,9300793013,3,0.9,0.1,0.1,0.2,0.6,0.1,60591.9,71.5,0.1,0.8,0.5,0.2,0.1,0.1,0,0,0,0.1,0.5,0.4,0.3,0.6,0.4,0.5,0.1,0.1,0
WSG84;48.93603613630887;2.441859334569286,CRS3035RES1000mN2897000E3768000,CRS3035RES1000mN2897000E3768000,0,0,930299300793013,115.5,34,10,4,6,30,2,2294442.9,3050,3,31,11,10,5,8,0,0,6.5,4,7,13,10,20,28,15,10,2,0
WSG84;48.936220458901;2.4445766572329872,CRS3035RES1000mN2897000E3768000,CRS3035RES1000mN2897000E3768000,0,0,9302993007,347.5,131,33,46,18,76,9,6938670.1,8156,57,74,69,31,16,15,0,0,13,13,18,20.5,31,82,60,43,40,20,7
WSG84;48.93640471546775;2.447293998352314,CRS3035RES1000mN2897000E3768000,CRS3035RES1000mN2897000E3768000,0,0,93029,290,104,17,25,19,79,8,6611547.5,8339,23,81,59,16,20,9,0,0,17,7,15,26,23,44,66,36,40,16,0
WSG84;48.93658890600837;2.450011357920909,CRS3035RES1000mN2897000E3768000,CRS3035RES1000mN2897000E3768000,0,0,93029,288.5,100,21,25,17,74,10,5973299,7684,18,82,58,20,7,15,0,2,15.5,8,19,24,22,56,58,30,39,17,0
WSG84;48.93677303052217;2.4527287359324332,CRS3035RES1000mN2897000E3769000,CRS3035RES200mN2897600E3769000,0,0,9302993007,454,147,22,31,24,61,23,9282302.6,10849,77,70,31,93,10,13,0,0,25,15,35,50,32,87,87,58,47,18,0
WSG84;48.93695708900839;2.45544613238053,CRS3035RES1000mN2897000E3769000,CRS3035RES200mN2897600E3769200,0,0,9300793029,264,91,19,17,12,69,9,5529962.5,7537,21,70,42,15,13,21,0,0,14,4,26,27,15,44,62,31,28,13,0
WSG84;48.93714108146633;2.4581635472588563,CRS3035RES1000mN2897000E3769000,CRS3035RES200mN2897600E3769400,0,0,93007,872.5,351,53,117,38,181,48,18937835.4,20566,320,31,16,33,20,280,2,0,65.5,42.5,85.5,69,37,237,173,63,63,36,1
WSG84;48.93732500789528;2.4608809805610576,CRS3035RES1000mN2897000E3769000,CRS3035RES200mN2897600E3769600,0,0,93007,351,168,42,83,14,8,22,6322121.9,7771,157,11,3,7,5,153,0,153,27,7.5,20,32.5,35,125,54,29,12,9,0
WSG84;48.93750886829448;2.4635984322807873,CRS3035RES1000mN2897000E3769000,CRS3035RES200mN2897600E3769800,0,0,93007,177,67,7,15,8,57,5,4119596.7,5423,9,58,34,16,10,7,0,0,13,0,12,13,17,27,33,23,29,10,0
WSG84;48.93769266266327;2.4663159024116936,CRS3035RES1000mN2897000E3770000,CRS3035RES1000mN2897000E3770000,0,0,93007,359.5,120,20,26,20,98,10,8146071.9,9325,28,92,52,32,23,12,1,0,23,9,27.5,37,23,75,62,50,29,24,0
WSG84;48.93787639100088;2.469033390947427,CRS3035RES1000mN2897000E3770000,CRS3035RES1000mN2897000E3770000,0,0,93007,354,120,22,27,23,90,10,7779611.8,9966,19,101,56,34,19,11,0,0,17.5,6.5,24,41,21,68,67,50,41,18,0
WSG84;48.93806005330659;2.4717508978816336,CRS3035RES1000mN2897000E3770000,CRS3035RES1000mN2897000E3770000,0,0,93007,694,227,55,50,39,22,43,12186548.1,16098,205,22,5,213,4,5,0,200,30,24,70,89.5,59.5,109,148,77,60,26,1
WSG84;48.93824364957972;2.4744684232079655,CRS3035RES1000mN2897000E3770000,CRS3035RES1000mN2897000E3770000,0,0,9300793005,354.5,121,21,28,20,42,19,6695401.2,8406,71,50,25,79,8,9,0,72,22,16.5,30,48,9,66,70,36,41,16,0
WSG84;48.9384271798195;2.4771859669200675,CRS3035RES1000mN2897000E3770000,CRS3035RES1000mN2897000E3770000,0,0,9300593007,180,58,13,11,12,47,9,3807720,4695,3,55,22,16,12,6,2,0,8,4,14,18,10,29,30,29,25,13,0
WSG84;48.93861064402525;2.4799035290115903,CRS3035RES1000mN2897000E3771000,CRS3035RES200mN2897600E3771000,0,0,93005,191,52,13,9,16,41,3,3529004.9,4253,5,47,17,17,16,2,0,0,9,11,23,21,13,35,36,16,14,5,8
WSG84;48.93879404219624;2.48262110947618,CRS3035RES1000mN2897000E3771000,CRS3035RES200mN2897600E3771200,0,0,93005,230,78,9,19,15,59,5,5257068.5,6780,0,78,29,25,7,17,0,8,13,7.5,9.5,38,18,35,53,19,21,16,0
WSG84;48.938977374331756;2.485338708307483,CRS3035RES1000mN2897000E3771000,CRS3035RES200mN2897600E3771400,0,0,93005,248,76,9,5,17,66,7,6946263.8,7198,7,69,25,19,15,16,1,0,12,10,19,22,18,53,51,30,16,17,0
WSG84;48.93916064043107;2.488056325499151,CRS3035RES1000mN2897000E3771000,CRS3035RES200mN2897600E3771600,0,0,93005,194.5,73,11,17,7,63,6,4777777.3,6830,8,65,17,30,14,12,0,0,5,3,12,18.5,18,28,47,25,25,12,1
WSG84;48.939343840493464;2.490773961044821,CRS3035RES1000mN2897000E3771000,CRS3035RES200mN2897600E3771800,0,0,93005,198,75,5,18,8,64,7,5750664.1,6924,5,70,28,28,13,6,0,0,11,6,13,26,7,29,52,29,16,9,0
WSG84;48.939526974518216;2.49349161493815,CRS3035RES1000mN2897000E3772000,CRS3035RES1000mN2897000E3772000,0,0,93005,199.5,75,10,12,7,59,10,4889757,5965,16,59,38,13,10,13,1,0,13,8,9.5,13,14,45,30,26,33,8,0
WSG84;48.9397100425046;2.4962092871727743,CRS3035RES1000mN2897000E3772000,CRS3035RES1000mN2897000E3772000,0,0,93005,109,54,17,21,2,16,6,1995080.9,2987,33,21,37,3,12,2,0,0,3,2,3,7.5,7.5,26,23,16,19,2,0
WSG84;48.939893044451935;2.4989269777423484,CRS3035RES1000mN2897000E3772000,CRS3035RES1000mN2897000E3772000,0,0,93005,205.5,100,28,49,6,34,13,3898097.3,5483,66,34,27,62,6,4,1,52,5,2,12.5,22,15,34,43,31,28,13,0
WSG84;48.94007598035946;2.50164468664051,CRS3035RES1000mN2897000E3772000,CRS3035RES1000mN2897000E3772000,0,0,93005,121.5,46,11,16,9,32,3,2427462,3515,12,34,25,8,6,6,1,0,3,1,15.5,12,6,23,30,12,13,6,0
WSG84;48.940258850226506;2.5043624138609055,CRS3035RES1000mN2897000E3772000,CRS3035RES1000mN2897000E3772000,0,0,93005,197.5,73,9,17,9,51,6,4772284.2,6237,14,59,26,12,21,14,0,4,12,10,11,21,14.5,38,39,24,18,10,0
WSG84;48.940441654052314;2.5070801593971836,CRS3035RES1000mN2897000E3773000,CRS3035RES1000mN2897000E3773000,0,0,9300593071,240,79,13,9,14,69,6,5494337.9,7612,0,79,25,14,27,13,0,0,16,5,15,23,18,37,55,26,34,11,0
WSG84;48.940624391836195;2.5097979232429832,CRS3035RES1000mN2897000E3773000,CRS3035RES1000mN2897000E3773000,0,0,9307193005,773,248,148,91,60,46,20,9541089.9,8339,196,52,31,10,8,199,0,195,30,22,75,114,22,61,149,123,86,13,78
WSG84;48.9408070635774;2.5125157053919507,CRS3035RES1000mN2897000E3773000,CRS3035RES1000mN2897000E3773000,0,0,93071,163,52,11,9,13,42,8,3205387.9,4196,6,46,23,13,9,7,0,0,9,2,11,18,13,24,36,20,16,10,4
WSG84;48.94098966927524;2.515233505837727,CRS3035RES1000mN2897000E3773000,CRS3035RES1000mN2897000E3773000,0,0,93071,316,96,16,17,27,80,10,6346517.3,7872,12,84,29,25,23,19,0,0,17,13,26,32,20,58,62,38,32,18,0
WSG84;48.941172208929004;2.5179513245739558,CRS3035RES1000mN2897000E3773000,CRS3035RES1000mN2897000E3773000,0,0,93071,197,75,24,17,8,49,8,3440374.2,5590,18,57,22,24,13,2,14,15,10,4,11,18,12,30,32,31,29,20,0
WSG84;48.94135468253794;2.520669161594284,CRS3035RES1000mN2897000E3774000,CRS3035RES200mN2897600E3774000,0,0,93071,426,153,29,48,25,84,16,8220025.9,9918,91,62,4,148,0,1,0,54,23.5,14,34.5,47,22,90,94,49,34,18,0
WSG84;48.94153709010137;2.5233870168923516,CRS3035RES1000mN2897000E3774000,CRS3035RES200mN2897600E3774200,0,0,93071,136,45,7,10,8,38,4,3136328,3499,0,45,8,32,2,3,0,0,3,5,12,19,10,17,31,12,16,10,1
WSG84;48.941719431618594;2.5261048904617946,CRS3035RES1000mN2897000E3774000,CRS3035RES200mN2897600E3774400,0,0,93071,160.5,58,9,17,7,51,1,3248145.4,5129,3,55,32,9,13,4,0,0,8,5,3,17.5,14,21,30,27,24,10,1
WSG84;48.941901707088824;2.5288227822962632,CRS3035RES1000mN2897000E3774000,CRS3035RES200mN2897600E3774600,0,0,93071,58,21,2,5,2,17,1,1261227.2,1917,0,21,14,3,1,3,0,0,3,1,5,7,4,5,14,7,9,3,0
WSG84;48.942083916511415;2.531540692389395,CRS3035RES1000mN2897000E3774000,CRS3035RES200mN2897600E3774800,0,0,93071,154,49,10,8,9,30,6,2992412.7,3478,12,37,16,8,15,10,0,0,7,3,10,21,14,35,36,13,15,0,0
WSG84;48.942266059885604;2.534258620734831,CRS3035RES1000mN2897000E3775000,CRS3035RES1000mN2897000E3775000,0,0,93071,212,84,18,27,11,66,11,4747170.1,6691,11,73,34,17,17,16,0,0,8,4,9,21,13,41,49,31,30,6,0
WSG84;48.942448137210704;2.5369765673262075,CRS3035RES1000mN2897000E3775000,CRS3035RES1000mN2897000E3775000,0,0,93071,305.5,86,16,16,19,70,6,5689038.5,6604,9,77,49,16,7,14,0,0,18.5,7,28,37,19,57,55,37,36,11,0
WSG84;48.94263014848603;2.5396945321571747,CRS3035RES1000mN2897000E3775000,CRS3035RES1000mN2897000E3775000,0,0,93071,180,51,10,10,14,37,7,3554315.6,4474,6,45,16,8,11,15,1,0,15,3,12.5,23,20.5,37,29,17,17,6,0
WSG84;48.94281209371082;2.5424125152213635,CRS3035RES1000mN2897000E3775000,CRS3035RES1000mN2897000E3775000,0,0,93071,131,39,4,7,13,37,2,2843558,3366,0,39,0,0,39,0,0,1,10,6,14,16,6,26,21,10,18,4,0
WSG84;48.94299397288437;2.545130516512417,CRS3035RES1000mN2897000E3775000,CRS3035RES1000mN2897000E3775000,0,0,93071,78,30,2,7,2,27,2,2016321,2754,0,30,0,0,30,0,0,1,2,3,4,3,5,13,9,16,19,4,0
WSG84;48.94317578600597;2.5478485360239733,CRS3035RES1000mN2897000E3776000,CRS3035RES1000mN2897000E3776000,0,0,93071,352,115,28,21,20,36,21,6278550.5,8883,99,16,0,0,88,27,0,72,19,11,28,51,32,64,79,45,20,3,0
WSG84;48.94335753307491;2.5505665737496743,CRS3035RES1000mN2897000E3776000,CRS3035RES1000mN2897000E3776000,0,0,9307193078,386.5,127,10,19,21,108,15,9125195.5,11386,29,98,0,10,116,1,0,2,27,14,35.5,35,22,66,72,39,65,11,0
WSG84;48.94353921409049;2.553284629683152,CRS3035RES1000mN2897000E3776000,CRS3035RES1000mN2897000E3776000,0,0,9307893071,193,62,9,7,12,53,13,4476120.5,5288,4,58,11,17,22,12,0,0,11,9,16,22,12,35,35,21,22,10,0
WSG84;48.943720829051976;2.556002703818052,CRS3035RES1000mN2897000E3776000,CRS3035RES1000mN2897000E3776000,1,0,93078,175,60.1,10.6,10.6,10.6,48.6,7.1,4041758.9,5344.6,8.8,51.3,22.1,13.2,12.4,12.4,0,0,3.5,4.4,19.4,13.3,14.1,30.1,34.5,30.9,22.1,2.7,0
WSG84;48.943902377958686;2.558720796148009,CRS3035RES1000mN2897000E3776000,CRS3035RES1000mN2897000E3776000,1,0,93078,23,7.9,1.4,1.4,1.4,6.4,0.9,531202.6,702.4,1.2,6.7,2.9,1.8,1.6,1.6,0,0,0.5,0.6,2.6,1.7,1.9,3.9,4.5,4.1,2.9,0.3,0
WSG84;48.94408386080985;2.5614389066666576,CRS3035RES1000mN2897000E3777000,CRS3035RES1000mN2897000E3777000,0,0,93078,524,288,65,158,10,86,39,10909105.1,13526,270,18,19,5,5,256,3,31,56,12,23,17,36,205,102,31,30,12,0
